user_id,gender,age,archetype,personality_openness,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_neuroticism,religion_religiosity,religion_spirituality,religion_secular_lean,values_family_priority,values_career_priority,values_adventure_seeking,values_stability_need,values_social_justice,education_level,education_field,content_news_frequency,content_book_reader,content_podcast_listener,content_social_media_usage,content_streaming_hours,friends_group_size_pref,friends_loyalty_importance,friends_social_frequency,friends_new_people_openness,media_genres,perspectives_political_leaning,perspectives_open_to_debate,perspectives_global_mindset,perspectives_local_focus,preferences_indoor_outdoor,preferences_city_nature,preferences_routine_spontaneous,preferences_planning_impulsive,substances_alcohol_frequency,substances_caffeine_dependency,substances_dietary_flexibility,self_life_satisfaction,self_confidence_level,self_growth_mindset,self_awareness,traits_humor,traits_creativity,traits_empathy,traits_ambition,traits_authenticity,background_hometown_size,background_relationship_status,background_has_kids,background_birth_order,available_days,pref_cuisine_italian,pref_cuisine_japanese,pref_cuisine_mexican,pref_cuisine_american,pref_cuisine_indian,pref_cuisine_thai,pref_cuisine_mediterranean
U0153,F,34,adventurer,6,3,5,6,2,2,6,3,2,5,6,1,6,Some College,Social Sciences,7,6,7,4,4,5,5,6,7,Action|Sci-Fi|Romance|Thriller|Reality,3,5,6,1,6,7,7,6,7,2,5,7,6,6,3,7,6,4,6,6,Suburban,Dating,No,Youngest,Monday|Tuesday,6,2,3,5,1,5,3
U0154,F,21,social,4,2,5,7,5,5,4,5,5,4,4,4,7,Bachelor's,Other,5,1,4,6,6,6,5,6,7,Comedy|Drama|Action|Sci-Fi,2,5,7,2,6,2,5,5,5,3,5,7,6,6,6,7,4,6,5,7,Urban,Dating,No,Middle,Monday|Wednesday|Friday|Saturday,6,1,5,1,5,6,3
U0155,F,32,professional,4,7,5,4,2,4,4,6,6,6,6,5,4,Master's,STEM,4,4,5,6,4,2,5,5,3,Action|Sci-Fi|Thriller,3,4,7,4,4,3,5,5,1,5,6,7,6,6,5,5,7,4,7,5,Suburban,Dating,No,Youngest,Tuesday|Wednesday|Saturday,3,3,1,3,2,1,2
U0156,F,25,intellectual,6,6,5,5,2,1,3,5,7,5,5,5,7,Bachelor's,Business,7,6,6,3,3,2,6,2,7,Drama|Sci-Fi|Horror|Thriller,3,7,7,6,4,5,1,3,4,6,5,6,6,7,7,7,7,6,7,7,Suburban,Single,No,Middle,Monday|Wednesday|Thursday,4,7,4,5,5,1,7
U0157,F,31,traditional,4,7,6,5,5,7,4,1,5,5,2,7,1,Bachelor's,Business,3,4,2,6,3,3,7,6,4,Comedy,6,3,5,7,3,3,2,2,1,4,6,3,5,4,4,4,5,7,5,5,Urban,Single,No,Oldest,Tuesday|Friday|Saturday,7,6,7,6,7,7,3
U0158,M,21,creative,6,5,4,7,5,2,6,2,4,4,7,4,5,Bachelor's,Business,2,7,5,2,6,5,5,5,5,Drama|Sci-Fi,3,6,5,5,4,2,5,6,5,3,5,4,5,7,7,6,7,7,7,7,Small Town,Dating,No,Only Child,Tuesday|Friday|Saturday|Sunday,7,7,4,2,3,4,6
U0159,M,35,intellectual,7,4,3,4,3,3,5,7,4,6,6,6,4,PhD/Professional,Business,7,6,7,3,3,2,7,4,4,Drama|Romance|Horror|Thriller,4,7,7,4,3,4,6,7,6,7,6,4,5,7,7,4,7,6,7,6,Urban,Dating,No,Oldest,Thursday|Friday|Saturday,5,3,4,6,5,4,5
U0160,M,28,creative,6,4,3,6,6,6,7,3,2,5,6,3,4,Bachelor's,Other,4,4,4,2,7,3,7,4,7,Comedy|Action|Sci-Fi|Horror|Documentary|Reality,1,7,6,1,4,6,6,4,6,5,7,4,5,7,5,4,6,4,7,7,Suburban,Prefer Not to Say,No,Middle,Monday|Friday|Saturday|Sunday,6,5,3,6,3,2,5
U0161,F,23,social,6,6,6,5,4,4,3,5,4,2,6,5,6,Some College,Other,2,2,5,7,6,5,5,7,7,Comedy|Sci-Fi|Romance|Animation|Reality,4,5,2,4,5,5,6,5,6,6,4,6,7,4,4,7,4,7,3,3,Rural,Single,No,Oldest,Tuesday|Wednesday|Friday,7,3,2,1,5,5,7
U0162,F,23,traditional,2,7,5,3,6,7,4,3,6,4,5,7,1,Master's,Arts & Humanities,5,5,6,4,2,5,7,4,6,Comedy|Romance|Animation|Reality,6,4,4,5,2,4,2,4,3,6,4,6,7,5,5,4,5,7,4,7,Rural,Single,No,Only Child,Wednesday|Thursday|Sunday,7,1,1,5,3,6,6
U0163,M,39,traditional,2,5,3,4,3,7,4,1,7,5,1,7,2,Some College,Social Sciences,4,6,3,4,1,4,7,5,4,Romance|Documentary|Animation|Reality,6,3,3,6,1,2,4,2,4,6,4,5,6,7,4,5,5,7,6,5,Urban,Dating,Yes,Oldest,Thursday|Friday|Saturday,2,1,2,1,3,1,2
U0164,F,30,social,4,4,6,5,2,4,1,4,6,5,6,3,3,PhD/Professional,Social Sciences,6,2,5,7,7,7,7,4,7,Comedy|Drama|Action|Romance|Animation,1,6,5,5,4,4,4,3,4,3,4,5,7,5,6,7,5,6,7,7,Small Town,Single,No,Oldest,Tuesday|Saturday,1,2,7,1,2,4,7
U0165,M,27,adventurer,7,1,5,7,5,3,5,4,4,4,7,3,4,Bachelor's,STEM,5,5,6,5,5,2,5,7,6,Sci-Fi|Documentary|Thriller,4,4,7,2,6,5,7,7,5,4,5,4,5,4,3,6,4,7,5,7,Rural,Dating,No,Oldest,Monday|Thursday,6,5,7,1,2,2,4
U0166,M,21,creative,7,1,5,3,6,3,3,3,6,5,7,3,5,Some College,STEM,4,6,4,5,7,4,4,4,7,Drama|Romance|Documentary|Animation,1,7,6,3,4,5,7,4,6,5,7,4,7,7,7,4,7,6,6,6,Suburban,Single,No,Oldest,Monday|Wednesday|Thursday|Sunday,2,2,3,1,1,6,2
U0167,M,22,intellectual,7,7,4,5,3,1,6,6,5,5,3,4,6,PhD/Professional,Business,7,6,7,5,2,1,7,2,5,Drama|Action|Sci-Fi|Horror|Documentary|Thriller|Reality,3,7,7,4,7,6,3,5,5,6,4,6,5,7,6,6,6,5,7,7,Small Town,Single,No,Oldest,Monday|Thursday,4,4,5,4,1,4,1
U0168,F,35,intellectual,6,6,4,5,3,3,6,7,1,6,6,7,7,Bachelor's,Social Sciences,6,6,6,3,3,1,5,3,3,Comedy|Sci-Fi|Romance|Documentary|Thriller|Reality,1,7,7,3,5,5,7,6,5,4,4,4,6,7,5,3,7,6,7,7,Suburban,Single,No,Oldest,Monday|Thursday,6,6,1,5,7,5,7
U0169,F,28,adventurer,6,3,6,6,5,3,6,4,3,5,7,3,4,Bachelor's,Health & Medicine,3,4,5,3,6,5,3,4,6,Comedy|Drama|Sci-Fi|Romance|Reality,4,7,4,3,5,6,6,6,4,4,7,7,7,7,5,7,4,2,7,4,Suburban,Single,No,Oldest,Tuesday|Wednesday|Saturday,2,2,3,4,1,3,3
U0170,M,30,traditional,4,7,4,5,3,7,3,2,7,4,4,7,1,Master's,Business,6,5,5,4,5,4,7,4,3,Drama|Romance|Documentary|Animation,5,4,4,6,1,3,1,5,3,5,4,7,4,5,3,2,3,7,4,7,Small Town,Single,No,Youngest,Tuesday|Saturday,3,2,6,4,3,3,3
U0171,M,33,traditional,3,7,3,7,4,4,4,2,7,7,3,7,2,Bachelor's,Social Sciences,4,5,5,3,1,4,6,6,5,Comedy|Sci-Fi|Romance|Horror|Animation,5,5,3,6,3,4,3,1,4,5,2,4,5,5,5,4,5,7,7,2,Urban,Single,Yes,Oldest,Monday|Wednesday|Thursday|Saturday,7,5,4,4,7,6,6
U0172,M,23,adventurer,6,1,7,6,4,3,5,3,2,4,7,2,5,Master's,Business,4,4,7,3,5,4,3,7,7,Action|Romance|Horror|Thriller,1,6,7,3,7,6,5,6,5,3,7,4,7,5,4,6,6,5,5,5,Suburban,Dating,No,Youngest,Wednesday|Thursday,2,7,1,7,6,3,7
U0173,M,43,social,5,5,7,7,4,2,3,7,3,4,7,3,1,Bachelor's,Arts & Humanities,2,2,3,7,6,4,3,7,7,Action|Romance,5,6,4,5,6,2,3,7,5,6,5,6,6,6,6,7,4,6,3,6,Small Town,Prefer Not to Say,No,Oldest,Tuesday|Wednesday|Saturday,1,5,4,1,2,7,4
U0174,F,27,intellectual,5,3,1,6,2,1,3,7,2,5,4,2,5,Bachelor's,Law & Policy,7,6,7,3,4,2,6,4,3,Drama|Documentary,2,7,7,2,4,5,3,4,3,5,4,6,7,7,5,7,7,7,7,7,Rural,Single,Yes,Only Child,Monday|Tuesday|Thursday|Friday,5,1,6,5,7,1,7
U0175,F,29,traditional,3,6,4,7,2,7,5,2,7,3,2,7,5,Master's,Other,5,6,3,5,5,5,7,6,5,Drama|Sci-Fi|Reality,7,5,5,6,4,4,1,2,3,3,5,1,7,7,5,5,4,6,5,6,Rural,Dating,No,Youngest,Thursday|Saturday|Sunday,4,4,6,4,2,2,5
U0176,M,30,intellectual,7,5,4,5,3,1,1,6,4,7,6,6,7,Master's,STEM,7,7,6,4,6,4,4,5,4,Comedy|Sci-Fi|Documentary,1,7,5,5,5,4,3,4,3,6,1,5,5,7,7,6,7,7,7,7,Suburban,Dating,No,Oldest,Friday|Saturday,2,7,6,4,7,3,3
U0177,M,28,traditional,4,7,6,7,5,7,5,3,7,3,2,7,4,Master's,Social Sciences,7,6,3,3,5,3,7,5,4,Comedy|Drama|Action|Sci-Fi|Romance|Animation,5,1,5,5,1,4,3,1,4,4,5,6,6,5,4,5,4,6,3,7,Suburban,Single,No,Only Child,Thursday|Friday,6,7,5,2,6,2,5
U0178,F,34,social,2,4,5,5,1,6,2,1,4,6,4,4,6,High School,Social Sciences,5,5,5,7,7,7,5,7,4,Sci-Fi|Romance|Horror|Thriller|Animation,4,7,7,3,5,5,5,6,6,5,5,7,7,4,5,7,5,7,5,3,Suburban,Dating,No,Middle,Wednesday|Thursday|Saturday|Sunday,5,1,6,7,7,3,1
U0179,F,36,professional,6,7,4,5,2,1,3,3,5,7,6,6,5,Bachelor's,Business,4,4,4,6,3,6,3,7,5,Action|Romance|Thriller|Animation,4,4,6,4,1,3,1,3,3,4,5,3,7,7,4,6,5,4,6,7,Urban,Dating,No,Only Child,Tuesday|Sunday,2,5,6,6,6,3,7
U0180,M,25,adventurer,5,3,4,5,2,1,7,4,3,5,6,3,6,Bachelor's,Business,4,7,5,5,6,6,5,7,7,Action|Reality,4,7,5,4,6,4,5,6,6,1,6,7,4,5,6,7,7,4,5,7,Suburban,Single,No,Oldest,Monday|Tuesday,4,2,1,1,3,4,4
U0181,M,21,intellectual,6,6,1,5,6,3,4,3,3,7,4,7,6,Bachelor's,Other,7,7,7,2,3,4,6,5,4,Drama|Sci-Fi|Romance|Documentary,1,7,6,3,2,3,4,4,5,6,7,6,3,7,7,4,7,5,7,5,Suburban,Open Relationship,No,Youngest,Thursday|Sunday,6,5,7,6,2,6,6
U0182,M,37,adventurer,5,4,6,6,2,1,7,5,3,3,6,2,5,Some College,Business,4,7,7,1,5,4,5,6,7,Comedy|Action|Romance|Horror|Reality,4,5,7,3,4,6,7,7,6,4,6,4,7,6,4,7,7,4,4,5,Rural,Dating,Yes,Oldest,Monday|Tuesday|Thursday,5,7,4,4,2,3,4
U0183,F,25,professional,7,7,6,6,2,4,1,2,4,7,4,7,3,Bachelor's,STEM,7,7,5,6,4,5,7,5,6,Comedy|Drama|Documentary|Thriller|Reality,2,6,7,3,3,6,4,1,4,6,4,7,7,7,4,6,6,5,6,4,Urban,Single,No,Oldest,Tuesday|Wednesday|Friday,5,4,4,1,7,2,7
U0184,F,36,professional,4,7,3,5,2,2,1,6,4,6,4,5,4,Bachelor's,STEM,6,5,7,3,5,2,7,5,6,Thriller|Reality,3,6,3,4,1,6,5,2,4,7,3,5,6,7,7,5,6,5,7,5,Suburban,Dating,No,Youngest,Monday|Tuesday|Saturday|Sunday,4,7,3,4,1,5,5
U0185,F,28,intellectual,7,6,4,6,4,2,5,7,5,6,6,6,5,PhD/Professional,Arts & Humanities,7,6,4,4,7,5,7,3,4,Comedy|Drama|Documentary|Thriller|Animation,2,7,6,7,2,4,4,4,3,6,4,7,7,6,5,5,7,6,7,7,Small Town,Single,No,Oldest,Tuesday|Thursday|Sunday,3,3,4,2,7,1,3
U0186,M,26,traditional,3,7,3,6,3,7,5,5,6,4,3,6,4,Bachelor's,STEM,5,4,5,2,4,3,7,6,1,Romance|Thriller|Reality,6,4,1,6,2,2,1,1,2,5,5,5,7,4,5,7,2,5,7,6,Suburban,Single,No,Middle,Monday|Wednesday|Thursday|Friday,6,2,6,5,4,6,5
U0187,M,21,creative,6,2,4,5,2,2,7,2,5,5,7,3,5,Master's,Health & Medicine,4,7,7,2,5,3,6,4,6,Drama|Action|Documentary|Thriller|Animation,4,7,7,2,1,5,4,2,6,4,5,5,7,7,7,6,5,4,6,7,Small Town,Single,No,Youngest,Monday|Saturday,6,7,5,1,1,3,6
U0188,F,28,traditional,4,6,4,4,3,7,3,1,7,5,3,7,4,Bachelor's,STEM,4,6,3,3,4,3,5,7,4,Comedy|Romance|Horror|Documentary,7,1,6,7,5,6,1,2,4,4,4,4,5,6,3,6,2,7,5,7,Suburban,Prefer Not to Say,No,Oldest,Friday|Saturday|Sunday,2,5,2,2,7,5,3
U0189,F,28,social,6,1,7,6,3,1,4,4,3,6,6,3,6,Master's,Business,4,4,3,7,4,6,2,5,5,Comedy|Action|Romance|Thriller|Animation|Reality,1,5,3,4,6,4,5,5,5,2,4,7,6,5,2,7,4,5,4,7,Urban,Single,No,Youngest,Wednesday|Thursday|Friday|Saturday,2,4,6,6,6,1,4
U0190,M,31,intellectual,7,7,3,5,3,1,3,7,5,5,5,6,7,Master's,Business,7,7,7,3,2,4,7,2,4,Comedy|Drama|Sci-Fi|Documentary|Animation,3,5,6,4,6,5,6,4,4,7,4,4,3,7,6,6,7,7,6,6,Suburban,Dating,No,Middle,Tuesday|Sunday,3,1,6,4,6,6,6
U0191,F,26,adventurer,7,3,3,4,1,2,2,3,1,4,7,2,5,Bachelor's,Business,2,6,7,4,4,3,4,7,7,Comedy|Action|Sci-Fi|Romance,3,6,7,4,5,6,6,6,5,6,4,7,7,7,6,7,7,4,4,6,Urban,Dating,No,Oldest,Tuesday|Thursday|Friday,1,4,3,1,6,4,2
U0192,F,28,professional,2,7,7,5,3,3,5,4,4,7,4,6,4,Master's,Law & Policy,6,6,7,7,2,6,6,5,6,Comedy|Drama,5,7,7,4,5,4,3,3,3,6,6,7,6,5,5,5,3,4,6,7,Suburban,Single,No,Oldest,Monday|Saturday,1,7,5,1,2,3,3
U0193,M,26,professional,4,7,5,5,5,4,2,4,5,7,5,7,7,Bachelor's,STEM,7,4,4,4,5,6,7,7,5,Comedy|Drama|Sci-Fi|Documentary,5,6,2,3,4,5,1,1,4,6,4,6,7,7,3,3,5,6,7,7,Suburban,Single,No,Oldest,Wednesday|Thursday|Friday|Sunday,2,3,4,3,1,6,6
U0194,F,35,traditional,4,7,4,7,3,7,5,2,6,5,6,7,2,Bachelor's,Business,7,5,5,6,1,4,7,4,2,Documentary|Thriller|Animation,4,4,3,5,3,3,4,1,5,5,3,4,7,6,4,5,1,5,4,5,Urban,Single,No,Youngest,Tuesday|Wednesday|Friday|Saturday,6,7,6,1,6,2,1
U0195,M,26,intellectual,7,5,4,7,2,1,4,6,5,6,5,5,5,Master's,STEM,7,7,5,1,3,1,5,2,5,Comedy|Drama|Sci-Fi|Romance|Documentary|Thriller|Animation,1,7,6,2,4,3,5,2,1,4,4,5,5,6,6,7,7,7,7,7,Suburban,Open Relationship,No,Youngest,Monday|Tuesday|Saturday|Sunday,5,7,1,3,3,6,3
U0196,M,26,intellectual,7,4,3,4,4,2,4,7,3,5,5,4,6,Bachelor's,Other,7,7,7,1,2,1,7,4,2,Comedy|Drama|Action|Documentary,5,4,7,5,3,5,3,4,1,7,5,3,6,7,6,5,6,5,6,6,Suburban,Dating,No,Youngest,Tuesday|Saturday,5,1,2,3,7,1,3
U0197,M,27,creative,7,3,3,5,4,2,6,4,6,5,7,4,4,Bachelor's,STEM,4,5,4,3,5,4,6,3,6,Drama|Sci-Fi|Thriller,2,4,5,4,6,4,7,3,4,5,7,5,5,5,6,5,6,7,7,7,Urban,Dating,No,Youngest,Monday|Wednesday|Thursday|Sunday,7,2,7,7,3,6,2
U0198,M,28,professional,5,6,3,5,3,3,4,4,4,7,4,7,5,Bachelor's,STEM,5,6,6,6,5,4,7,4,2,Comedy|Drama|Sci-Fi|Romance|Horror|Documentary|Thriller,5,5,7,3,3,5,4,4,4,6,4,7,7,7,7,6,6,4,7,6,Urban,Open Relationship,No,Oldest,Thursday|Saturday|Sunday,2,3,6,5,1,5,7
U0199,M,22,professional,5,7,5,6,3,3,5,6,5,7,4,7,4,Bachelor's,Business,3,6,7,5,3,4,3,5,4,Comedy|Romance|Thriller,3,3,3,3,4,4,2,4,4,3,6,6,7,6,7,5,2,4,7,6,Suburban,Dating,No,Middle,Monday|Tuesday|Thursday|Saturday,2,1,6,4,4,7,4
U0200,M,31,creative,5,3,7,5,5,2,6,5,5,5,4,6,3,Bachelor's,Other,4,6,5,5,5,3,4,6,6,Action|Sci-Fi|Horror|Thriller|Reality,3,7,7,5,5,6,5,6,6,4,7,6,5,7,6,6,6,4,5,6,Urban,Single,Yes,Middle,Tuesday|Wednesday|Friday|Sunday,2,4,2,4,5,3,2
U0201,M,33,traditional,4,7,4,6,4,7,5,1,5,3,2,7,1,PhD/Professional,Health & Medicine,4,4,5,6,4,5,7,3,2,Drama|Thriller|Animation,5,4,4,6,4,2,2,2,3,5,5,5,7,6,5,6,5,7,7,7,Urban,Single,No,Oldest,Tuesday|Wednesday|Friday|Saturday,6,2,7,7,2,5,1
U0202,F,33,adventurer,6,3,4,7,2,3,3,4,3,4,7,3,4,Bachelor's,STEM,4,5,6,3,3,3,2,7,7,Action|Sci-Fi|Romance|Horror|Documentary|Thriller,4,5,3,2,6,6,7,6,5,4,5,7,5,4,4,6,6,5,6,4,Rural,Dating,No,Oldest,Monday|Wednesday|Saturday,3,1,2,3,6,7,2
U0203,M,31,intellectual,7,4,3,3,1,1,4,7,4,7,6,5,6,Master's,Social Sciences,7,7,5,3,5,5,7,4,7,Drama|Sci-Fi|Romance|Horror|Documentary|Thriller,3,7,7,5,6,2,3,3,4,7,4,6,3,7,5,6,7,7,6,6,Urban,Open Relationship,No,Youngest,Monday|Tuesday|Saturday,1,2,4,2,4,6,3
U0204,M,30,professional,4,5,7,6,2,3,4,7,4,6,6,6,5,Master's,Social Sciences,6,7,6,6,4,5,5,6,4,Comedy|Drama|Romance|Documentary|Thriller|Animation|Reality,5,3,5,4,2,5,3,4,4,7,7,6,5,5,3,5,7,6,7,5,Suburban,Single,No,Youngest,Monday|Tuesday|Friday,7,4,5,1,3,6,2
U0205,F,21,traditional,5,6,2,7,6,7,4,1,7,7,3,7,2,High School,Arts & Humanities,5,5,3,4,4,5,7,6,5,Comedy|Horror|Documentary,6,6,7,7,2,3,2,3,4,6,4,4,7,7,6,6,5,7,4,5,Suburban,Dating,No,Youngest,Tuesday|Thursday|Friday,3,2,7,6,1,1,1
U0206,F,29,adventurer,7,1,5,7,4,1,6,3,4,3,6,1,5,Master's,Health & Medicine,5,5,5,1,4,3,7,5,7,Action,3,6,7,6,5,7,7,5,4,5,6,6,7,7,5,5,6,4,7,5,Urban,Single,No,Oldest,Wednesday|Friday|Saturday,4,7,2,4,1,5,7
U0207,F,27,adventurer,7,3,5,7,4,4,5,3,2,3,6,3,4,Master's,Arts & Humanities,3,7,2,4,3,4,7,6,7,Comedy|Drama|Action|Romance|Animation|Reality,4,4,7,4,7,6,5,6,7,3,5,7,7,4,5,7,5,7,7,5,Rural,Dating,No,Only Child,Thursday|Saturday,3,3,3,3,2,7,7
U0208,M,40,traditional,2,7,6,7,6,4,3,1,7,6,4,5,4,Bachelor's,Health & Medicine,6,4,4,3,3,5,7,4,3,Comedy|Drama,5,5,2,6,1,4,4,1,3,4,4,3,7,4,5,5,1,6,5,6,Suburban,Single,No,Oldest,Wednesday|Friday,4,2,4,7,4,2,7
U0209,F,30,adventurer,7,3,7,5,4,1,6,3,3,3,7,2,6,Some College,Arts & Humanities,4,4,4,4,6,6,5,6,6,Sci-Fi|Thriller,2,5,7,3,6,6,7,7,4,4,7,4,6,7,5,5,6,5,7,7,Suburban,Dating,No,Only Child,Thursday|Sunday,6,5,5,3,7,5,5
U0210,M,25,intellectual,7,6,2,5,4,3,2,6,4,7,5,7,6,Master's,Social Sciences,6,6,6,2,4,5,5,2,5,Drama|Romance|Documentary|Animation,1,6,7,4,5,5,6,4,6,6,6,5,5,7,7,6,6,7,7,7,Suburban,Single,Yes,Youngest,Monday|Tuesday|Thursday|Friday,2,4,4,2,2,1,6
U0211,M,29,social,4,5,6,5,2,5,5,5,5,4,5,2,7,Master's,Health & Medicine,6,3,5,7,6,7,4,6,7,Comedy|Drama|Thriller|Reality,3,6,7,5,7,4,5,6,7,6,4,5,6,4,6,7,5,5,4,7,Urban,Single,Yes,Oldest,Tuesday|Wednesday|Friday,5,1,5,1,2,7,6
U0212,M,26,traditional,2,6,4,7,4,6,3,3,7,6,2,5,3,Some College,Other,4,5,4,5,4,6,7,5,2,Comedy|Romance|Thriller|Animation,5,6,4,7,3,7,2,1,2,6,2,4,6,2,5,7,5,6,4,6,Small Town,Open Relationship,No,Only Child,Monday|Wednesday|Thursday,3,6,4,6,4,3,5
U0213,M,30,traditional,1,7,6,5,2,6,4,1,6,5,3,7,3,Bachelor's,Social Sciences,5,3,5,4,5,5,7,3,2,Drama|Romance|Horror|Documentary|Thriller|Animation,7,5,6,7,3,1,3,1,3,6,3,4,6,2,4,4,4,6,4,5,Small Town,Single,No,Oldest,Monday|Tuesday|Wednesday|Friday,6,2,6,5,3,2,7
U0214,F,35,intellectual,7,6,4,5,3,1,4,6,3,7,7,4,5,Some College,Arts & Humanities,6,5,6,4,4,5,7,5,4,Comedy|Horror|Documentary|Thriller,2,7,4,3,5,5,2,4,1,6,7,7,7,7,7,5,6,7,7,5,Suburban,Single,No,Oldest,Monday|Wednesday|Thursday,7,5,4,7,2,1,6
U0215,F,25,creative,6,5,4,5,6,1,7,5,7,7,6,5,6,Bachelor's,Arts & Humanities,4,4,3,4,5,4,7,6,5,Comedy|Romance|Documentary,3,5,5,3,4,5,7,6,5,3,5,7,7,7,6,6,7,7,5,6,Urban,Dating,No,Oldest,Monday|Friday,2,2,1,5,6,5,6
U0216,M,25,intellectual,6,5,3,4,4,1,5,5,6,5,5,3,6,Some College,Health & Medicine,6,7,6,3,5,1,7,5,6,Drama|Romance|Documentary,4,6,7,6,2,1,5,5,1,6,4,5,5,7,5,6,7,6,4,7,Urban,Dating,No,Oldest,Tuesday|Wednesday|Friday,5,4,1,7,2,7,2
U0217,M,29,intellectual,7,7,2,5,4,1,5,6,4,6,6,5,5,Bachelor's,Social Sciences,7,6,6,1,5,4,7,4,6,Drama|Action|Sci-Fi|Documentary|Thriller,1,5,6,4,4,6,4,7,4,6,5,5,5,5,7,7,6,6,5,7,Small Town,Dating,No,Youngest,Tuesday|Friday,1,6,4,1,7,7,1
U0218,M,31,creative,7,4,3,5,4,3,5,3,4,3,5,5,4,High School,Arts & Humanities,1,7,5,4,6,6,7,5,4,Sci-Fi|Horror|Thriller,2,7,7,3,4,5,6,3,6,5,6,6,7,7,6,6,7,6,7,7,Urban,Dating,No,Oldest,Tuesday|Wednesday|Thursday|Saturday,3,5,6,6,6,3,2
U0219,F,23,traditional,5,7,4,6,5,6,4,2,5,5,6,6,3,Master's,STEM,2,5,3,4,4,3,7,4,2,Comedy|Action|Romance,7,3,3,5,3,4,2,1,3,5,4,6,7,6,7,5,5,7,7,4,Small Town,Single,Yes,Only Child,Monday|Wednesday|Friday,7,6,3,1,5,7,4
U0220,M,21,creative,7,4,5,4,4,5,7,3,3,4,7,1,4,PhD/Professional,Law & Policy,5,6,4,4,6,3,4,5,6,Comedy|Drama|Sci-Fi|Romance|Documentary,1,7,7,3,5,5,6,4,7,5,3,6,7,7,7,7,7,7,7,7,Urban,Dating,No,Oldest,Tuesday|Thursday|Friday,1,5,3,2,7,4,5
U0221,M,34,traditional,5,7,5,4,5,4,2,4,7,5,4,7,3,Bachelor's,Arts & Humanities,5,5,2,4,4,3,7,6,4,Drama|Romance|Animation,6,2,5,5,3,3,3,4,3,5,5,6,6,5,7,4,3,7,7,6,Suburban,Single,No,Oldest,Monday|Wednesday,6,2,3,5,3,4,4
U0222,F,36,traditional,3,5,5,7,4,7,4,1,7,4,3,7,4,Bachelor's,Law & Policy,6,4,4,5,2,6,6,7,3,Comedy|Drama|Action|Horror|Documentary|Animation|Reality,6,4,2,7,4,5,2,1,4,5,3,5,4,5,6,5,5,7,5,7,Rural,Single,No,Oldest,Tuesday|Friday|Saturday|Sunday,1,3,3,1,7,1,7
U0223,F,23,adventurer,5,3,5,5,2,4,4,4,3,3,7,3,4,Some College,Business,4,4,7,3,5,5,6,7,7,Comedy|Drama|Action|Sci-Fi|Romance|Horror|Thriller,4,7,5,5,5,5,7,5,4,4,6,5,5,7,3,6,6,6,6,5,Urban,Open Relationship,No,Only Child,Monday|Tuesday|Sunday,7,1,2,5,5,6,1
U0224,M,32,social,5,5,7,6,4,5,4,3,5,2,5,5,5,Some College,Social Sciences,7,3,6,7,7,7,4,7,7,Comedy|Documentary|Reality,3,6,7,5,5,4,5,6,7,5,5,7,7,5,4,7,6,5,2,7,Rural,Dating,No,Oldest,Tuesday|Wednesday|Friday|Sunday,3,1,4,3,5,5,5
U0225,F,22,intellectual,7,7,3,4,5,5,4,5,6,4,5,4,4,Some College,Business,7,6,7,3,3,3,7,5,5,Drama|Sci-Fi|Documentary|Thriller,3,7,7,6,3,3,6,4,1,6,5,2,7,6,7,5,5,5,6,7,Urban,Single,No,Youngest,Monday|Wednesday|Thursday,6,2,4,1,7,4,5
U0226,F,28,intellectual,7,7,2,5,4,4,2,7,4,5,4,4,7,PhD/Professional,Health & Medicine,7,7,6,4,5,1,7,4,6,Comedy|Drama|Horror|Documentary|Thriller|Animation,4,7,7,5,2,5,6,3,5,7,6,6,3,6,7,6,7,6,7,7,Suburban,Dating,No,Only Child,Thursday|Friday|Saturday,7,4,3,3,6,3,1
U0227,M,29,professional,4,7,6,6,1,2,4,7,4,7,4,4,5,PhD/Professional,Business,4,5,6,5,2,3,7,5,4,Drama|Sci-Fi|Romance|Thriller,3,6,5,3,3,4,3,5,3,6,5,3,7,7,6,7,3,4,7,5,Suburban,Dating,No,Oldest,Tuesday|Saturday,6,4,2,4,4,1,1
U0228,F,26,social,7,3,4,7,4,3,5,5,2,3,7,5,6,Bachelor's,STEM,7,3,6,7,7,7,5,6,7,Comedy|Action|Romance|Documentary|Animation|Reality,1,4,5,3,4,5,6,6,5,7,6,7,6,5,7,7,7,7,6,7,Urban,Single,No,Middle,Monday|Tuesday,3,4,3,7,4,2,4
U0229,M,26,professional,7,7,4,4,4,4,4,5,4,7,4,7,5,Master's,Law & Policy,5,6,5,5,2,3,6,4,5,Comedy|Action|Sci-Fi|Documentary|Thriller,6,5,6,3,4,4,3,4,4,7,6,6,7,7,6,5,5,5,7,6,Suburban,Dating,No,Only Child,Thursday|Friday,3,7,3,5,3,2,5
U0230,F,21,traditional,4,5,5,6,2,7,3,2,7,3,3,7,4,Bachelor's,Arts & Humanities,5,6,4,4,4,3,7,3,4,Action|Sci-Fi|Romance|Thriller|Animation,7,4,6,6,2,5,3,5,2,5,5,6,7,5,4,5,4,7,5,6,Suburban,Single,No,Oldest,Tuesday|Sunday,3,7,5,4,5,2,7
